  0. Quad {238.4063450100582, -450.3845643082225}, {675.046886450069, 661.0757822262851}
     {455.0638155890433, -37.17051080641295}, {457.1331080500113, -33.235555692233774}
     {382.26903680729595, 99.67284745304285}, {382.7730620599221, 107.85456506972935}
     {561.8323693981803, 104.24489226637479}, {563.1473905170295, 108.26472172783113}
     {454.06663178829416, 80.52049075617347}, {458.70960101433576, 91.78626980309787}
     {453.88607319326957, 339.6761781364876}, {458.1976057120143, 343.30355614534875}
     {454.03565146343817, -48.34817807813056}, {458.37009471988216, -39.00599531210713}
     {456.6515643073114, 74.25309020314717}, {459.7454129650697, 74.82019504153793}
     {456.23822453504914, 380.0273588030756}, {458.6961755097293, 386.04324142934666}
     {455.6541103932962, -30.558934406772835}, {459.08302683533145, -20.306318307930326}
     {476.2663125252451, 101.88669448677683}, {477.41993401683493, 111.06651771572172}
     {456.40925570662984, 449.4903509220494}, {458.6260162142504, 463.4123726965548}
     {455.942837391101, 362.9201645302483}, {459.3411555760739, 370.08097333646947}
     {574.4701118077606, 103.26760731533574}, {577.8460180012263, 108.4480808396446}
     {454.7139235976869, -153.51315464992447}, {458.5820248304248, -150.84254513739376}
     {548.4697060306529, 105.06343628698488}, {551.3365732962559, 106.03687839529107}
     {450.0579727041887, 103.29715703442491}, {452.86162163263157, 108.20581329877434}
     {601.3290313262211, 103.24327419410963}, {609.0408241712585, 106.90715495620407}
     {456.69018795182876, 333.1667806189905}, {456.83046161810165, 335.93150133054496}
     {325.46016924810203, 98.83433831607796}, {326.39161288104333, 109.29598358682972}
     {311.2559658025352, 104.5836362530008}, {317.03470154360116, 111.81910338025575}
     {385.96294066231314, 104.10693679558051}, {388.9341897428127, 115.13592846074502}
     {528.7167526114065, 101.9896029462036}, {531.0361830069892, 111.79631031145722}
     {549.1374019134206, 98.74467450989852}, {550.0970748043392, 107.62997386351446}
     {455.7871803250848, -70.24861344096945}, {458.2880939925196, -69.90829323950307}
     {421.533660483138, 97.48374812635188}, {425.960261870496, 109.33853803466921}
     {455.5344068904123, 354.04456847531037}, {456.8812950816674, 367.09111648135956}
     {455.43614171036165, -77.1678705409761}, {458.60793456290776, -71.37614005551711}
     {455.8298877351387, 520.3966103857107}, {458.87858101104985, 536.2742804323713}
     {336.10849971172047, 96.39627186320934}, {338.07861964393123, 107.86872017727308}
     {454.32746489171205, -73.32126075694458}, {458.29123704302356, -66.33348115286812}
     {452.7912308246432, 44.02867694887124}, {457.2985063119737, 44.16496745650658}
     {453.4742263083222, 521.4246877394571}, {457.9257374671448, 524.7427297331301}
     {456.39548714569025, 322.48925802761545}, {457.0144201318078, 333.045800391934}
     {391.889506030662, 103.74895677403507}, {394.7614592182093, 112.98767191485308}
     {455.32837989798503, 604.5742158894227}, {459.7433481344076, 615.1668677650002}
     {476.158384171439, 104.78748896990538}, {476.395210683327, 110.77386416758043}
     {266.97260365681655, 100.48292703152231}, {269.40484799711186, 108.74569792724945}
     {455.07851848716297, 415.9810345551854}, {458.6006044670364, 420.7996802512014}
     {456.1831561927922, 362.3592138663794}, {458.66125496085607, 364.5525265871571}
     {455.96695950195686, 33.237487097967644}, {458.9840016567396, 37.53954467813941}
     {456.0905018879957, 383.12576413328395}, {457.80874082519097, 393.5643571372019}
     {453.7546520017444, 612.8516096946468}, {458.036752257845, 615.461610430496}
     {662.4072680714467, 102.72548391395733}, {666.9324457306739, 105.38470579455952}
     {480.8475665790785, 97.90051813435144}, {484.0897682546663, 107.93703457150525}
     {454.40797059111446, -170.94503213861964}, {457.40232853426113, -158.39199966915754}
     {453.8230207590382, -20.8747799964936}, {458.1404448316875, -6.941210820653007}
     {413.87641337789734, 99.53350426632376}, {414.264348531004, 108.42804155859938}
     {455.49607237450493, -354.1747263324243}, {456.9006527431853, -333.1858813194862}
     {297.26452104268066, 102.9699150705901}, {302.4362679723735, 109.08858545949302}
     {454.81279661006624, -241.04001992325857}, {458.26284263732026, -222.8354954707119}
     {310.02029738812524, 102.24721046933955}, {311.4086099096762, 111.15052063074438}
     {456.21347541015615, 390.38881293462026}, {460.63936220771814, 395.57162606095676}
     {453.7781755830879, 22.83321594524864}, {458.3656605661216, 23.502087689326665}
     {664.0495135832523, 100.48710047346346}, {665.3175772910527, 106.92025090849222}
     {244.93298520189603, 101.14699838821673}, {251.79958906692207, 111.88401171150656}
     {456.3007159705436, 336.83502721444523}, {458.679307445614, 352.797168873931}
     {455.7993636111842, 242.33279217869114}, {458.35534755425846, 248.36569090601733}
     {455.5040487506916, 529.7353297999889}, {459.6002102558954, 531.2343266102074}
     {452.8202455745767, 100.232892011395}, {457.2299831642448, 104.8157947929775}
     {396.7466882689435, 95.34351034734604}, {400.2174616229428, 105.81585898144726}
     {454.92714571509407, 233.5411380834513}, {457.942969316001, 240.36020178468615}
     {467.53107392519746, 104.33994210170852}, {470.6746929427709, 109.22069637924457}
     {452.98219640155133, -43.54390735536987}, {457.40202084883566, -30.52967929994017}
     {452.8640650049684, 90.23358581837775}, {457.0089741033115, 98.27570386922378}
     {608.0908977200905, 101.32578054035895}, {615.5640613729989, 112.72781271468966}
     {545.479296845395, 96.00562179422764}, {551.731167350578, 105.43964018445342}
     {630.2050121896474, 104.71379231890266}, {638.7296268621228, 113.77073252979426}
     {453.837539002565, 384.4194348036492}, {458.166881051955, 387.41611514994935}
     {258.4382643133953, 99.41510395317164}, {262.46889267250424, 108.94793763807763}
     {330.3295646107822, 95.1768837465089}, {336.0018286926645, 105.91443949327864}
     {592.0911928037979, 98.84733768058611}, {597.5429011898296, 109.65233730425666}
     {454.59300915507845, 372.1297923014165}, {457.9106864416858, 382.56476609199103}
     {629.8992136085312, 101.56816834829979}, {636.621924211117, 111.33439891100147}
     {455.5689962883201, 397.1428109273961}, {457.80444369583097, 406.1984205342095}
     {455.83206139951017, 499.85646693011586}, {458.4595193942752, 514.4006554793536}
     {453.8224634139679, -354.8669262476607}, {458.50508310008104, -333.7529051953289}
     {455.0513957533949, -163.55008012958888}, {458.8542168306628, -161.69501934420055}
     {393.3474128379539, 102.98285064964557}, {399.3156539878508, 113.13623645744212}
     {645.4180257531667, 103.9033147183858}, {654.2166711759066, 108.85447860457009}
     {537.3471638811764, 103.0429191406897}, {541.7389304861333, 113.70219063303557}
     {454.9921913441899, 204.33450122468466}, {459.6525880424658, 211.8306017567653}
     {292.1933359531085, 99.09575816411188}, {292.23212992847067, 105.7900705565966}
     {314.0244419935444, 96.0311771336319}, {314.38347098088167, 106.46458740407107}
     {456.6359112330542, 419.45547556187165}, {460.5161332784346, 432.45389335855623}
     {516.2961400439935, 101.62866589607428}, {519.3918439764228, 111.76580883593113}
     {456.37962504075585, 311.2140228671048}, {459.71433839119834, 323.5639456777641}
     {253.93366882591206, 97.11852993393791}, {259.9966830528255, 107.55968099205843}
     {345.84253618678383, 103.53787788481895}, {348.4562044687496, 109.51017609857664}
     {455.9709011295951, -100.89154597938722}, {457.4228299365076, -99.36797875600496}
     {450.30806879063084, 98.15179029320592}, {454.8742193846232, 108.09942822610833}
     {632.1443686357273, 103.22040561626638}, {639.5350425322115, 107.74090658526802}
     {456.22506290172055, 408.4461699385107}, {458.5778074738833, 422.55077433961185}
     {454.35422965010594, 490.5777208123129}, {457.56082178703906, 493.37162220321693}
     {455.6571434561199, -424.3083009735049}, {457.49696589740444, -417.53954018767485}
     {456.69146853642957, -157.86912453511744}, {460.6993757884158, -151.80980677578304}
     {451.84133672683174, 103.25988619289365}, {454.29737854542793, 108.2023957211381}
     {246.1953501375558, 98.35151134863167}, {250.87183320677488, 108.55206440905576}
     {342.5608780766145, 104.8957671930462}, {344.30113487121383, 108.28565894716598}
     {639.7762983766798, 104.7641701027304}, {641.0593616264, 116.77579956553939}
     {455.369787023972, -368.79121706848}, {459.94051818216775, -353.0192420812733}
     {456.0962422367339, 193.6321405019883}, {457.03314515730904, 207.0802999083403}
     {608.1671662615377, 101.85735915896322}, {613.893822559529, 113.54734547337978}
     {455.9856648764935, 73.51274162751633}, {457.13440297982396, 77.80642991484784}
     {454.20739085070005, 539.4114202331716}, {457.2349401338212, 548.1256157570327}
     {452.4094698521902, 377.8738474433761}, {456.8582974759156, 379.33977801902927}
     {554.0979895830801, 103.79841503443117}, {555.5917983978101, 111.89384737972767}
     {454.903098912058, 426.43300491276136}, {459.65087314729703, 429.39747614292844}
     {454.95589801486824, 187.95950012909395}, {458.18772623872434, 191.47285137069989}
     {455.2075409302343, 508.3621474623938}, {459.2503891800126, 509.21917366856405}
     {456.6969842272723, -69.0040707480718}, {459.06234175305286, -64.86386728999717}
     {453.1473094568924, 579.9354700634638}, {456.86811317713375, 584.3171604533982}
     {638.6966135258158, 103.79432503613003}, {639.6267782510572, 110.52709618413553}
     {498.1749975421185, 105.17297508642321}, {499.94296884452064, 116.40357493317609}
     {455.70835903994964, 330.4816113882837}, {458.25750735899544, 333.4995991713391}
     {455.29382745729663, -152.04427570279998}, {458.55251388110617, -147.34229353901787}
        1. Quad {238.4063450100582, -450.3845643082225}, {456.7266157300636, 105.34560895903132}
           {346.4926113930017, -376.6567546742414}, {353.36857846752895, -369.2487533081218}
           {433.18121315179127, -180.5541978054485}, {437.962637532661, -165.25213130384014}
           {274.39541147652176, -183.13330647384504}, {282.7642747687201, -171.40609020333287}
           {343.63091568591113, -40.13423753057674}, {347.6313422864172, -39.18698955523547}
           {346.94198587557594, -194.53386302808426}, {349.82560424261897, -190.25605191407695}
           {382.68647418434205, -173.87735906914406}, {387.2502521622332, -160.52794301265624}
           {345.26957654298855, -249.6338759365438}, {350.2398376148842, -243.22672895645297}
           {346.23583300861446, -380.7986991901042}, {348.0918434998994, -380.3336237315047}
           {291.2149883287926, -174.68606566993384}, {299.4042089232004, -166.92454687551884}
           {365.57596551136936, -175.50827369495494}, {368.969111621225, -172.25820996033465}
           {345.85261096694285, -399.40260845712487}, {352.26353069854105, -379.66900912706524}
           {259.593495305177, -173.3774153643455}, {259.7011182662924, -158.36991447397995}
           {286.45187926360245, -177.42506674916308}, {288.1667985528394, -169.64252273802396}
           {340.94280066396817, -83.79781183851543}, {347.72628747185775, -76.68118505535415}
           {445.6658962059415, -174.83337094326333}, {447.1340625401789, -165.58553907508116}
           {449.42990080098934, -179.31354566675884}, {449.8795858122098, -166.9944035847639}
           {341.8464043625996, -67.55502149566877}, {348.2907741048887, -56.10961378389275}
           {318.26147870184263, -181.37871539293582}, {322.6188083663781, -164.54613884182274}
           {345.4488874290948, -313.7074730826418}, {348.3821310172314, -296.22841851836375}
           {263.1776940801587, -172.94289675719006}, {266.4363776530605, -158.85314735514567}
           {346.4719549174785, -137.13139759192558}, {347.83024124911657, -131.73476460882353}
           {339.1721136134488, -181.61677151878348}, {340.96436639841016, -166.87713018644297}
           {382.22429166043463, -179.7852476168875}, {385.52096090047854, -162.83287482298667}
           {346.35501020077004, -129.5118652976181}, {350.57407574785765, -123.31240910703835}
           {344.28214535890453, -150.5922496397577}, {349.8763038993239, -135.5856666743275}
           {341.3220725716703, -84.44161006745122}, {348.18881197151103, -83.20315016102053}
           {254.27928804993718, -180.4987993294754}, {258.6835530771499, -164.6421523002059}
           {345.7162549289602, -306.15068239684456}, {349.1857264833106, -289.50691079563455}
           {436.2644084464682, -180.74105692719155}, {440.813798845699, -165.93941453829922}
           {343.3810464591477, -34.563888338084325}, {348.5067804505017, -31.976610239497468}
           {386.77144131484386, -182.278210919922}, {387.7348590724763, -166.69811399045741}
           {344.6046469297814, -405.6556202434878}, {351.29615814462807, -384.6018924211557}
           {341.97426872298524, -305.4151807345704}, {347.7551754472431, -287.45776053852353}
           {394.995919488442, -173.16193981602729}, {396.38509716411943, -167.12062320598136}
           {346.3168332053119, 55.93992779948718}, {348.16375361718246, 56.6210143118864}
           {449.81005340950844, -180.898263798034}, {454.4155634631419, -165.20366957170245}
           {345.7892133980067, -370.44468774126307}, {347.5687722037683, -348.38466424228346}
           {352.35026777874134, -172.58773862046894}, {355.10655878178466, -165.13497589175827}
           {303.18637023314216, -179.1350101254011}, {308.86845456184994, -171.99839753459642}
           {328.85044577730946, -176.32610110781837}, {333.07774487222497, -170.2199712631097}
           {329.23060723014396, -175.4478951230235}, {329.7540410010319, -161.49005901369213}
           {346.6834130850949, -347.3880170293903}, {351.7325090347907, -346.6433444024278}
           {393.8788963541763, -186.62573835601017}, {397.0169305490655, -171.03245316589238}
           {345.67881033776365, -153.4062541479646}, {351.8618571661672, -138.9496043172794}
           {287.4274342157672, -174.04021561528333}, {289.98716444014747, -164.11654976327748}
           {342.84348489307126, 33.0511769093672}, {349.88433972717877, 33.66779459437563}
           {298.8386997123148, -182.11541046765456}, {299.94314554274365, -164.99982783598088}
           {285.3803007311789, -178.58227124535557}, {290.76825616966863, -166.69976488624297}
           {347.17764682813873, -447.73832056493694}, {348.96682694159523, -430.7124011368967}
           {364.81428991875475, -188.94435753883175}, {366.91349794868745, -171.87161127385062}
           {351.0021417394643, -172.52472954075444}, {356.14062222436644, -166.5096517017266}
           {345.2645984052958, -407.4410778508564}, {347.9935527501679, -385.36497008389506}
           {346.03448172789695, -205.9827467106118}, {350.88273930523627, -190.3596636228795}
           {344.57012324151447, -163.54583096233205}, {349.5381587818505, -146.33101779046748}
           {346.1165558979766, -180.37718983509984}, {353.1378445224853, -174.0432962964305}
           {392.7979374289647, -179.87279159973025}, {397.27741078452755, -162.70067163754925}
           {342.764383351635, -293.7555091931296}, {347.5853560927983, -279.1537685020127}
           {380.54697364415324, -174.56344557381942}, {380.8840884602478, -172.12293816462764}
           {261.1437727059422, -185.42721696241313}, {265.65731150325144, -169.87577675925374}
           {263.0957397941815, -177.10140583628635}, {268.69137730415406, -170.4231862687867}
           {433.5534550387862, -175.3861646852505}, {437.63118381135496, -164.8247837155333}
           {344.99129314972174, -220.66668123868658}, {350.3986833914502, -205.4063906883267}
           {313.62760690213855, -180.66163386578353}, {316.6276982516022, -164.42314921035995}
           {342.65206280004276, -354.23801834710974}, {349.37861037805254, -337.7228972343757}
           {444.0057381941824, -182.41127458894113}, {446.75278255138767, -164.70402006074625}
           {346.1458750124083, -61.77221492013126}, {350.46700868243937, -59.82867704218871}
           {263.95570561878066, -179.3086781175075}, {264.91787292630715, -166.7638137670345}
           {345.16172607309335, -339.2804050735923}, {349.4406532893004, -327.54375530939575}
           {360.7547552112717, -185.0277181007226}, {361.98458885926993, -170.9431658562306}
           {304.2949043981891, -180.58629020671265}, {306.33056198461935, -166.59545401512395}
           {341.4982620340993, -344.3984622628399}, {348.066470534372, -329.543935489665}
           {338.03480963679795, -173.1764699384148}, {342.7186162366807, -167.4345871928589}
           {347.3442724308793, -74.29134443975369}, {348.24785816108266, -61.65154554943542}
           {344.05567634492775, 57.023923197607644}, {348.8521203925359, 58.62802076489843}
           {345.1103507228626, -368.6411937873596}, {349.3495192993279, -367.96594683219115}
           {320.98500917853085, -175.90287308054542}, {321.4228320890691, -169.1733973104514}
           {404.2184677921244, -183.17453890856336}, {405.97742177453, -169.7240628126708}
           {342.179027918575, -384.83818653821845}, {348.29190236709894, -379.6719712916444}
           {345.77461534335794, -8.970646620428496}, {347.98645161681924, -5.584957112657321}
           {346.12307824141055, -412.0037397385439}, {349.9793819168128, -396.57045587285546}
           {343.78528058770695, -430.80146956643387}, {349.16205906199735, -417.6702181309198}
           {416.5629927487872, -176.06307118782104}, {418.9071787428899, -160.5414592671341}
           {435.0256764617894, -176.64483232777258}, {435.9459253611825, -168.4281111616241}
           {354.6350908564449, -176.91510443092676}, {359.6539051839229, -170.6119853954376}
           {389.1340335922039, -181.55134864000814}, {394.49478482130246, -170.03051862845751}
           {350.26823001703565, -173.71841687319267}, {353.39428791125414, -161.56784798738593}
           {345.3261205863964, -106.34447586771307}, {350.14938847572733, -97.6746803189072}
           {346.89880102501337, -320.30286218849824}, {347.5727991743108, -310.9605435267426}
           {347.28442693047856, -436.58877316201824}, {351.21702854626255, -434.8301522531032}
           {347.275044781996, -0.09293356371994665}, {347.9858020338678, 2.598934527283916}
           {448.88643741143323, -178.8927368813915}, {451.9603133406295, -165.47735904424235}
           {378.2824945107741, -173.8123465916491}, {384.3931671121772, -169.1794265120761}
           {341.8358565538973, 80.4473458920753}, {348.67730767458715, 86.54269600186363}
           {320.7440868431951, -176.07269524236057}, {321.8203136601269, -165.01442111075212}
           {325.30932470823257, -175.10466512874143}, {329.50021966058824, -164.9390639807841}
           {289.29435044020533, -175.3139507380689}, {296.47859490465726, -158.84052707220067}
           {343.11942529737377, 53.86293160541635}, {349.6455357620229, 61.15364623948731}
           {344.77310595904436, -376.22452296815396}, {348.0873086562553, -358.3621973153294}
           {344.7294783452527, -282.51120626357016}, {349.82065844812365, -264.7704525475512}
           {344.8185637957631, -435.15855303753716}, {350.7250464265129, -419.1203778884013}
           {426.9098304802093, -182.77338558771817}, {430.06641272356063, -164.99389563214373}
           {346.76167289778147, -158.31246252090585}, {351.5373950821789, -157.6683018707066}
           {376.03027735295154, -181.77130169559103}, {378.03346660114477, -166.6689144980845}
           {343.1930270935969, -338.23173190361126}, {350.0937450512095, -334.44619152900185}
           {261.35905164072983, -183.62302687837973}, {266.84465200585186, -169.2045989015003}
           {345.399592720793, -278.94636810419877}, {351.8646173130758, -276.86164555420504}
           {266.28031811310444, -182.74969589679154}, {270.37771557801454, -167.6627185095226}
           {347.0051684715381, -274.68383764112457}, {350.31155439577543, -269.53556586040565}
           {254.80873522889246, -176.6083578614456}, {263.22479674008866, -161.51000680900728}
           {346.49168515846816, -258.30736744260065}, {353.1029280406945, -253.01944991328318}
           {347.5175774604506, -156.4369822228644}, {349.65857368490725, -148.33374746852238}
           {449.4814991284695, -172.7856281528032}, {453.7278325738028, -158.28494223730337}
           {346.27703630586785, -36.53336042665188}, {350.2694372977165, -35.77003607685601}
           {436.0980134781862, -183.95431378348837}, {440.8308666620207, -166.20793450864053}
           {345.4550091155741, -377.6786679006832}, {350.7588614825484, -363.18239961436433}
           {334.1747953236454, -180.82420657331778}, {335.9169723173608, -168.8709715240449}
           {335.3728733959895, -184.74942897814913}, {342.18184307478805, -166.9102313598819}
           {347.1961362541132, -155.32921275078814}, {349.5784443698145, -148.3708828731079}
           {343.8607796805385, -132.30301358859208}, {348.57738057867857, -117.95405822823008}
           {343.64594196884485, -124.75772890077712}, {350.2475838411094, -116.17646072243986}
           {352.98267958356126, -176.75455069779633}, {355.33080476647814, -165.34955448715993}
           {374.66655668837393, -172.92722520448376}, {377.4713401853878, -159.44474865402057}
           {346.4862400926976, -216.62884854858464}, {351.95183977060736, -213.46840093882653}
           {350.10352744997914, -176.59130116922756}, {353.3853899656002, -163.23384472286168}
           {346.34846619207474, -134.32731763558678}, {350.9039272548235, -119.65325514212144}
           {344.88525919563773, -144.61435188451924}, {348.5407043631364, -129.6469890762732}
           {346.6581905360332, -294.2742175803637}, {349.0382179087103, -282.2181134000586}
           {356.67547671586004, -181.81414717680616}, {360.78642260178754, -172.47300732378807}
           {266.8718168499036, -175.41758098076633}, {267.88332147997926, -157.50475357845005}
           {346.1670576885864, -397.8568130746251}, {352.25871903661806, -375.3418899387581}
           {347.3794750377015, -163.86216518527766}, {349.16880143794737, -162.86423991829838}
           {358.79733143462175, -182.82034968993003}, {363.99493621905333, -165.1115465130369}
           {344.1290301258323, -394.5449274857481}, {347.6277379755735, -378.96641618545794}
           {346.0350105660019, -324.73097289546064}, {348.2095408250952, -322.4449182695672}
           {397.04347299607076, -180.45039948490017}, {399.0992120410751, -166.3343937555589}
           {345.35965609086736, -46.96239980424514}, {348.98469570444746, -39.37736159804393}
           {347.1558031548691, -353.31306701414627}, {348.3043283095701, -352.94706585224316}
           {371.237003624165, -175.8501377731656}, {376.252835432282, -169.8350335487117}
           {299.87690834461335, -174.8947639298877}, {300.4796953378288, -172.40660517216992}
           {337.0306921547762, -184.36856206355958}, {340.9541991088947, -172.1974159584653}
           {344.9387777762098, -205.84327617605595}, {350.45160834964855, -192.3980589190333}
           {345.80576174725115, -153.45591920796522}, {350.63627700262225, -147.42747338708014}
           {340.9083483622756, 47.19716619737858}, {347.81915025198884, 53.291154590129956}
           {344.68298925186764, -204.4956954365238}, {351.62668452323624, -203.77981641966863}
           {347.2333334312985, -408.75509592433235}, {350.0427963685651, -394.7131722721275}
           {345.92503089712784, -441.9514328372582}, {351.4464280432944, -434.66665804599364}
              2. Quad {238.4063450100582, -450.3845643082225}, {347.5664803700609, -172.51947767459558}
                 {289.6272079544912, -402.58399521491356}, {297.47535982833057, -386.75485426034084}
                 {316.8641210277381, -313.5075141514951}, {318.7342120192034, -297.7401229354957}
                 {288.1130202976915, -203.91535036481991}, {296.2932774650865, -197.0177667184077}
                 {284.0695357903998, -330.23086958974164}, {284.4660872684828, -309.4267051576817}
                 {288.5710187848777, -297.96487237855126}, {296.53048472888685, -295.8822579839274}
                 {292.4227016967691, -189.9158673719882}, {294.11084124317694, -187.98718421227045}
                 {292.250110677838, -353.6858496468107}, {294.5116450449491, -349.6751742222455}
                 {288.59993339724076, -413.3448608215862}, {295.4382585399678, -412.61879381351974}
                 {292.6866877814989, -293.96659514852297}, {299.6403454941222, -278.0388917428184}
                 {243.39701478057, -315.742625007299}, {245.56660712346599, -302.30293558572237}
                 {288.7279389363472, -340.2134360816197}, {295.61798289841573, -333.5229415034533}
                 {343.2858123381347, -322.09528587961483}, {345.26927129240386, -301.65177457262865}
                 {292.57403043531974, -199.93056846647647}, {298.4791741164643, -198.09720565811344}
                 {291.52607225143856, -421.8178898382473}, {294.4564473064984, -404.5674839213892}
                 {244.29051438118108, -318.27456306042484}, {244.6955729909828, -307.87262167376434}
                 {292.80377999515815, -205.72709757509077}, {293.4264062420243, -201.0879602900017}
                 {265.5047229108453, -327.30014880617136}, {266.0725621108043, -307.8497231818946}
                 {291.94263907257834, -207.2808628106472}, {294.9501379091045, -204.8178006284084}
                 {299.01638579256485, -324.4249908643416}, {301.76224057940215, -306.3508594708634}
